"author,word1,word2,source"
"12,mass,casualties,AC"
"12,call girl,call me,AC"
"118,leerie,midnight weary,AC"
"239,unmoved mover,unemployed mover,AC"
"12,employee,servant,AC"
"246,ned kelly,tin,AC"
"235,pottery,clay,AC"
"12,learned,mastered,AC"
"12,maker,fabricate,AC"
"235,conservative,maintain,AC"
"235,eddie izzard,chicken gizzard,AC"
"315,genus,species,AC"
"164,fall,stars,AC"
"12,tension,stress,AC"
"12,zhivago,zhukov,AC"
"218,hanson,brothers,AC"
"172,gospel,elvis,AC"
"315,perishable,deceased,AC"
"235,donovan,mellow yellow,AC"
"302,raft,log,AC"
"312,buffet,warren,AC"
"235,environment,living,AC"
"110,anatomy,grey,AC"
"39,deck of cards,art,AC"
"248,walkabout,management,AC"
"12,teleport,beam,AC"
"235,bezoar,belial jereboam,AC"
"312,heart,attack,AC"
"39,stella,marlon,AC"
"248,hackers,computers,AC"
"221,simile,like,AC"
"125,beagle,basset,AC"
"112,racket,bat,AC"
"163,freedom,braveheart,AC"
"25,park,lunch,AC"
"312,decadence,hedonism,AC"
"164,emergency room,doctor,AC"
"235,precious,ring,AC"
"39,mickey mouse,donald duck,AC"
"235,authority,knowledge,AC"
"262,static,electricity,AC"
"200,cell,amoeba,AC"
"12,state,grace,AC"
"248,salad,lettace,AC"
"179,swimming cap,speedos,AC"
"25,drunkard,alcohol,AC"
"133,incineration,ashes,AC"
"118,us,them,AC"
"161,ranch dressing which is white,salad,AC"
"12,salami,salome,AC"
"118,noodle,pot,AC"
"244,sell,market place,AC"
"80,walk,mile,AC"
"309,candy,cane,AC"
"238,untersturmfhrer,capitanleutenant,AC"
"133,bitter,sweet,AC"
"43,porter,ale,AC"
"262,sad event,9,AC"
"273,effervescent,soda,AC"
"120,discipline,strict,AC"
"12,dog,rat,AC"
"12,kit,god,AC"
"235,splash,splish,AC"
"39,screws,coppers,AC"
"82,folk tales,folk,AC"
"262,george bernard,person,AC"
"25,philosopher,wisdom,AC"
"12,half,quarter,AC"
"133,suspicious minds,criminal minds,AC"
"142,family,fued,AC"
"110,ephesus,ruin,AC"
"12,fear,surprise,AC"
"39,tunguska,impact,AC"
"312,champagne,cork,AC"
"126,off,rocker,AC"
"12,cowboy,police,AC"
"221,tommy can you hear me,pinball,AC"
"12,pigtails,redheads,AC"
"312,evolution,entropy,AC"
"312,mirror,image,AC"
"12,beer,wheat ale,AC"
"12,drawing,composition,AC"
"235,americano,tourist,AC"
"200,finger,lazy river,AC"
"189,takin a dive,sky dive,AC"
"220,stand-up,chair,AC"
"317,yesterday,beatles,AC"
"12,optometrist,ophthalmologist,AC"
"235,lamictal,brand name,AC"
"133,click,chemistry,AC"
"39,black and white,black and tan,AC"
"12,out,in,AC"
"12,glaive,blade,AC"
"235,hunter,fox,AC"
"262,existing,living,AC"
"118,bed,sleep,AC"
"133,instructions,destructions,AC"
"302,recision,renege,AC"
"312,finite,restricted,AC"
"235,loch,loch lomond,AC"
"309,agreement,oral,AC"
"118,smog,l,AC"
"39,honey,pooh,AC"
"39,stock,chicken,AC"
"200,i knew a little girl once,julie andrews,AC"
"39,i love that you used macaroni as an adjective,alfredo sauce,AC"
"235,covenants,ark of the covenant,AC"
"235,fetish,ascribing power to a detail,AC"
"221,dummies,boooooobs,AC"
"312,down,fluctuation,AC"
"12,neurotypicals,sociable,AC"
"235,impression,monet,AC"
"39,tow,truck,AC"
"39,paramedic,jump start,AC"
"133,flying purple people eater,a man-eating blackcurrant with wings,AC"
"88,little,small,AC"
"110,despair,matching,AC"
"248,plant,dig,AC"
"39,ship,shape,AC"
"262,ohana,lilo & stitch,AC"
"130,what word are we on,metapost,AC"
"74,google,fishing,AC"
"118,liability,elimination,AC"
"235,computer,turing test,AC"
"235,huntington beach,sounds like a bank,AC"
"302,holden caulfield,rye,AC"
"12,nursing home,cash cow,AC"
"266,league,america,AC"
"39,steamy,sauna,AC"
"12,babe,heffron,AC"
"235,monopsia,one eye,AC"
"111,truck,driver,AC"
"235,sidetrack,sidetrack tap,AC"
"221,omnipotence,religion,AC"
"12,little pieces of charred wood,peat,AC"
"12,crop,harvest,AC"
"78,tardis,circle,AC"
"248,robin,hood,AC"
"262,arrow,shoot,AC"
"172,hyacinth,daisy,AC"
"12,gal,pint,AC"
"12,horses,chariots,AC"
"12,name,identity,AC"
"12,flats,desert,AC"
"235,cafe,curtains,AC"
"312,mud,bath,AC"
"115,reins,reindeer,AC"
"235,drinks,liquid,AC"
"39,coworker,annoying,AC"
"312,epic,proportions,AC"
"273,rule,a very large,AC"
"312,forests,amazon,AC"
"39,copy,spades,AC"
"12,remarkable,extraordinary,AC"
"64,calm,sea,AC"
"12,mountain bluebird,white dove,AC"
"312,pathogens,antibodies,AC"
"43,FALSE,flavoring,AC"
"262,launder,laundry,AC"
"97,spoon,cuddle,AC"
"286,limbs,extremities,AC"
"235,sesame,seed,AC"
"118,drink,tavern,AC"
"39,won't,soon,AC"
"157,paradoxical,time,AC"
"12,king henry viii,oppressor,AC"
"312,movie,screen,AC"
"12,team,player,AC"
"235,ingest,digest,AC"
"235,pizza,pepperoni,AC"
"110,tuberculosis,bacteria,AC"
"235,jimmy carter,peanut farmer,AC"
"104,trigger,happy,AC"
"273,flats,shoes,AC"
"273,accustomed,used to,AC"
"200,misdemeanor,joy-ride,AC"
"235,mall cop,rent-a-cop,AC"
"80,toy,cat,AC"
"104,abet,encourage,AC"
"12,road,rage,AC"
"39,rock and roll,hoochi koo,AC"
"235,discount,pay less,AC"
"235,jumping crazy,when the chickens dance in the movie chicken run,AC"
"235,cafeteria,lunch lady,AC"
"235,art,art history,AC"
"12,jumping,jacks,AC"
"235,thermodynamic,affected by heat,AC"
"12,wankel,rotary,AC"
"31,vertical,line,AC"
"10,twilight,vampires,AC"
"235,stones,pebbles,AC"
"248,red balloons,helium,AC"
"302,eggs,ham,AC"
"262,cuppa,coffee,AC"
"12,made,guy,AC"
"22,professor,phd,AC"
"12,yow,yes,AC"
"122,love,puzzling,AC"
"39,butter,ball,AC"
"254,persepolis,metropolis,AC"
"169,japan,asia,AC"
"312,gobi,masala,AC"
"39,dragon,tales,AC"
"248,life,forty two - the answer,AC"
"254,falls,niagara,AC"
"262,front-side bus,double decker bus,AC"
"90,mortal kombat,rain,AC"
"12,woodpecker,beak,AC"
"122,people,neurotypicals,AC"
"179,arguements,shouting,AC"
"113,growing,developing,AC"
"235,wendy's,square hamburgers,AC"
"309,anorexia,cachexia,AC"
"262,sphere,square,AC"
"133,tangled,mess,AC"
"12,coca-cola,laggard,AC"
"236,human centipede,barbed wire,AC"
"22,special,unique,AC"
"133,united daughters of the confederacy,united states of america,AC"
"78,mission,troopers,AC"
"200,hit and run,def leppard,AC"
"235,light,illumination,AC"
"235,banana,yellow,AC"
"235,backstreet boys,burke and hare,AC"
"12,burgess meredith & bubo,penguin,AC"
"312,poetry,prose,AC"
"241,stone,cartouche,AC"
"133,squiddies,squib,AC"
"248,again,repeat,AC"
"312,time,first,AC"
"309,club,turkey,AC"
"302,candy bar,coffee crisp,AC"
"8,knowledge,books,AC"
"309,stone,rosetta,AC"
"22,chickens,eggs,AC"
"309,ambivalent,torn,AC"
"235,jack,jill,AC"
"12,head doctor,witch doctor,AC"
"309,waiting,horses,AC"
"12,k,k-19,AC"
"12,FALSE,positive,AC"
"309,race,horse,AC"
"12,tense,stiff,AC"
"141,compensation,monetary,AC"
"235,unplanned,nonscheduled,AC"
"172,wound,knee,AC"
"39,high,nirvana,AC"
"12,that is illogical captain,sybok,AC"
"12,cluster,bomb,AC"
"12,hot air,balloon,AC"
"122,pose,drink,AC"
"111,android,data,AC"
"12,and away,beautiful balloons,AC"
"309,harm,trauma,AC"
"12,little red ridinghood,spanish class,AC"
"39,apple,android,AC"
"154,purge,puke,AC"
"37,queen,dairy,AC"
"235,neverland,peter pan & michael jackson,AC"
"302,bowl,super,AC"
"39,pens,space,AC"
"248,mork,mindy,AC"
"12,sleuth,investigate,AC"
"39,bait,switch,AC"
"262,folk,music,AC"
"218,studios,apartment,AC"
"133,flow,stream,AC"
"12,dreaming,nightmares,AC"
"39,plant,herb,AC"
"12,fantasy,land,AC"
"118,star trek,that is illogical captain,AC"
"118,ball,and chain,AC"
"68,desert,sand dunes,AC"
"235,gangster,chicago,AC"
"12,paint,acrylic,AC"
"12,stampede,pamplona,AC"
"188,market,fruit,AC"
"133,jane fonda,fondue,AC"
"254,pickaxes,tool,AC"
"235,orchid,tropical flower,AC"
"262,proto-human,protozoa,AC"
"262,making progress,development,AC"
"195,cheap dry cat food in a bag,maracas,AC"
"262,401k,retirement,AC"
"248,accept,reject,AC"
"262,radiolarians,radio,AC"
"39,peanuts,pretzels,AC"
"158,oxide,diatomic,AC"
"235,truck,heavy duty vehicle,AC"
"262,first cause,root,AC"
"309,quadrumvirate,tetrarchy,AC"
"12,auschwitz,birkenau,AC"
"241,birthday,suit,AC"
"235,sea,ocean,AC"
"254,electrocution,pain,AC"
"252,jefferson davis,thomas jefferson,AC"
"235,pinball,wizard,AC"
"133,butter,bread,AC"
"12,awareness,sentient,AC"
"118,beetle,volkswagen,AC"
"111,wonder,woman,AC"
"309,thumbelina,well,AC"
"262,vehicles,cars,AC"
"12,north end,taxi driver,AC"
"12,dice game,diced tomatoes with green chilies,AC"
"236,smile,frown,AC"
"309,grumpy,my phone isn't fast enough,AC"
"149,crab,eyeball,AC"
"235,wild,animal kingdom,AC"
"312,equinox,equality,AC"
"133,mastaba,tomb,AC"
"133,city,slickers,AC"
"302,arthur andersen llp,enron,AC"
"248,fittest,exercise,AC"
"262,pearly whites,clean,AC"
"12,captain,kirk,AC"
"235,warren,rabbit habitat,AC"
"12,suppress,denial,AC"
"39,feet,yards,AC"
"200,stick to hit a ball,pogo stick,AC"
"188,live,prison,AC"
"133,nine,k,AC"
"302,margarita,strawberry,AC"
"309,no you stay turnip,shoemaker,AC"
"200,childish,bubbles,AC"
"293,practice,result,AC"
"164,diary,thoughtful,AC"
"12,heffalump,fictional,AC"
"126,friday,dragnet,AC"
"133,gold,medal,AC"
"235,tip jar,underpaid,AC"
"302,kitsch,cheese,AC"
"173,knight,sword,AC"
"118,of affairs,of mind,AC"
"12,out,safe,AC"
"191,elevator,freight,AC"
"235,question mark,punctuation,AC"
"12,radio lab,labrador retriever,AC"
"97,sandman,dream,AC"
"235,graunch,grinch,AC"
"248,investment,stock,AC"
"309,king,i'm confused,AC"
"12,fool,mark,AC"
"312,year,sidereal,AC"
"248,mousse,pudding,AC"
"133,guitar,hero,AC"
"242,writing,story,AC"
"124,lunch,food,AC"
"235,noise,static,AC"
"133,jugganaut,gigantuous,AC"
"161,filter,sift,AC"
"262,species,animal,AC"
"133,ear,wax,AC"
"309,anchor,broadcaster,AC"
"42,village,square,AC"
"115,submarine,verne,AC"
"241,redux,apocalypse,AC"
"262,baseball,hockey,AC"
"248,carnivore,omnivore,AC"
"312,segment,parabola,AC"
"12,vomit,comet,AC"
"12,cadmium,memory,AC"
"22,evolutionist,organisms,AC"
"235,underwear,cotton,AC"
"235,nielsen,rating,AC"
"133,heartbreak ridge,clint eastwood,AC"
"144,new balance,dizzy,AC"
"172,disparity,one,AC"
"12,banned in boston,red sox,AC"
"235,peter cottontail,hopping down the bunny trail,AC"
"118,panther,mac os x,AC"
"118,coffee,cup,AC"
"262,oakland,california,AC"
"235,cows,mammals,AC"
"39,survival,fittest,AC"
"315,peony,ants,AC"
"248,contradictions,paradox,AC"
"262,corsair,airplane,AC"
"12,oleg cassini,oleg kalugin,AC"
"12,acronym,stasi,AC"
"285,fatigued,school,AC"
"235,robot,non-biological worker,AC"
"248,encircling,winding,AC"
"235,wolverine,university of michigan,AC"
"12,woman,gender,AC"
"12,medicine,placebo,AC"
"113,powder,spice,AC"
"12,food,contaminants,AC"
"179,dance,tap,AC"
"200,mammals,mammoths,AC"
"309,eat,gorge,AC"
"262,aluminum,foil,AC"
"235,coven,girl's club,AC"
"286,dionysus,wine,AC"
"299,deamon,chalice,AC"
"12,cubicles,drones,AC"
"235,portals,fancy gateway,AC"
"39,undercover,comforter,AC"
"147,frustration,anger,AC"
"273,spying,black bodysuit,AC"
"163,tide,waits,AC"
"235,dungeons & dragons,the game the piano teacher said was evil,AC"
"282,insects,beetle,AC"
"312,charlie chaplin,clergy,AC"
"309,unprecedented,novel,AC"
"12,clown,buffoon,AC"
"235,disarrange,reconstruct,AC"
"235,gingerbread man,hansel & gretel,AC"
"12,yours,truly,AC"
"22,transmission,receive,AC"
"39,judge,jury,AC"
"312,cohorts,brethren,AC"
"39,diamond head,east,AC"
"133,baggage,emotional,AC"
"39,sour grapes,unripe,AC"
"235,oceanographers,captain nemo,AC"
"304,tide,bounty soft,AC"
"133,diner,mite,AC"
"126,dodge,evade,AC"
"190,lightning,will-o-wisp,AC"
"39,quest,knights,AC"
"309,typical,boring,AC"
"262,plates,spinning,AC"
"302,chicken,wing,AC"
"12,pogo stick,stick hockey,AC"
"12,stagnated,deteriorate,AC"
"6,drink,kool-aid,AC"
"302,valero,bolero,AC"
"118,scraper,decorating,AC"
"133,floors,concrete,AC"
"235,absence of malice,note from your mom to explain why you were absent,AC"
"118,guard,protect,AC"
"262,make it so,marry,AC"
"133,adjoining properties,semi detached,AC"
"12,who,doctor,AC"
"12,cook up,barbecue,AC"
"39,brace,teeth,AC"
"235,frostbite,jack london,AC"
"133,game,venison,AC"
"43,beetlejuice,bel snickel,AC"
"235,alternative energy,green stuff,AC"
"39,aa,pahoehoe,AC"
"235,psychiatrist,head doctor,AC"
"235,x,unknown,AC"
"12,collateral,unintended,AC"
"12,drone,terminator,AC"
"12,net,living,AC"
"206,probiotics,antibiotics,AC"
"266,ghost,hunter,AC"
"42,salt,flats,AC"
"248,jeans,blue,AC"
"132,fish,aquarium,AC"
"289,ghost,girl,AC"
"312,frequency,modulation,AC"
"39,smelt,fish,AC"
"235,eden,goat farm,AC"
"39,music,man,AC"
"312,down,under,AC"
"133,empty,tank,AC"
"8,barbara ann,unrecognised,AC"
"12,lump,coal,AC"
"12,protect,serve,AC"
"12,art,subjectivity,AC"
"282,off,topic,AC"
"235,frames,lens holders,AC"
"64,understanding,yellow,AC"
"200,cash cow,piggy bank,AC"
"262,games,board,AC"
"12,horses,saddle,AC"
"243,worm,rain,AC"
"12,two lips,kiss,AC"
"312,state,condition,AC"
"266,varmint,rifle,AC"
"235,football boots,cleats,AC"
"258,voyage,trip,AC"
"302,gale,wind,AC"
"12,cane,sugar,AC"
"12,bus,pci,AC"
"235,mothership,flying away,AC"
"241,truth,elusive,AC"
"262,ball,throw,AC"
"90,player,hater,AC"
"133,puking and getting scars on your hand,vitamin e,AC"
"12,aerocar,bob,AC"
"43,reflux,colitis,AC"
"43,dracula,bela lugosi,AC"
"248,tower,babel,AC"
"230,kiwi,furry,AC"
"12,matey,plank,AC"
"44,controversy,kelvin,AC"
"133,skynyrd,rock,AC"
"12,double data rate,double dutch,AC"
"248,your majesty,mine,AC"
"315,ahoy,s,AC"
"39,count,backwards,AC"
"39,firefighter,dragon,AC"
"262,taste bad,yucky,AC"
"262,taxes,income,AC"
"12,sports,athletics,AC"
"12,mess,criminality,AC"
"248,political,prisoners,AC"
"164,junkie,exercise,AC"
"39,tree,rings,AC"
"118,al - muntaha,paul simon,AC"
"311,scum,politician,AC"
"235,crew,cut,AC"
"50,new,old,AC"
"12,nixon,betrayal,AC"
"158,casualty,patient,AC"
"235,worry-free,failure-free,AC"
"164,compassion,empathy,AC"
"242,story,book,AC"
"241,trotsky,trotting,AC"
"133,team,edward,AC"
"36,ireland,the salvation army,AC"
"235,aligators,pogo possum,AC"
"235,reef tank,i must need to eat and go to sleep,AC"
"115,galactic,spaceship,AC"
"248,lady,woman,AC"
"302,gross,dozen,AC"
"100,play,game,AC"
"235,just five more minutes,what a mom says,AC"
"235,construction,zone,AC"
"248,air,gas,AC"
"163,charged,primed,AC"
"12,johnson,anthony weiner,AC"
"315,shamrock,shake,AC"
"273,cream,lotion,AC"
"111,leaders,followers,AC"
"248,board,trustees,AC"
"164,catch,phrase,AC"
"312,angels,tardis,AC"
"254,acid,alkaline,AC"
"161,disjunction,injunction,AC"
"133,burr,metal,AC"
"235,tropics,heat,AC"
"133,layer,cake,AC"
"262,possums in the woods,animals,AC"
"232,ian smith,november 11th,AC"
"235,fun,cross-country,AC"
"12,feral,boy,AC"
"133,tarzan,jane,AC"
"163,clean,shimmery,AC"
"200,kitchen,toaster,AC"
"210,commonly,whoops,AC"
"302,time,season,AC"
"235,pies,crust and filling,AC"
"12,metamorphosis,biology,AC"
"103,postal service,message,AC"
"212,noun,it,AC"
"39,potatoes,freedom,AC"
"282,wood,face,AC"
"241,over,hill,AC"
"241,cellar door,linguist,AC"
"39,back to the future,delorean,AC"
"12,teeth,porcelain,AC"
"12,the last confederate widow,the last emperor of china,AC"
"179,pizza,cheese,AC"
"235,lifting,raising up,AC"
"43,golden gate,gateway,AC"
"118,battlestar galactica,deckerd referred to replicants as skinjobs,AC"
"248,disciples,two little dickie birds,AC"
"118,dude,cornwall,AC"
"12,weak,lame,AC"
"39,question,mark,AC"
"302,creative,writing,AC"
"221,untruth,subjective,AC"
"19,white,paint,AC"
"113,plane,tank,AC"
"235,onward,christian soldiers,AC"
"147,3 doors down,song,AC"
"39,trotting,horses,AC"
"39,wind,clock,AC"
"12,leclerc,von choltitz,AC"
"262,write,teacher,AC"
"133,monet,water lilies,AC"
"118,sith,chancellor,AC"
"254,deliverance,salvation,AC"
"12,footlights,parade,AC"
"133,hpd,hpc,AC"
"254,solve,problem,AC"
"111,exercise,sweat,AC"
"12,thinking,consciousness,AC"
"235,beginning,first cause,AC"
"118,cornrows,sweetcorn,AC"
"12,climax,bolero,AC"
"42,humanized,vaporized,AC"
"273,awkward,discovering your best friend plays the same annoying game your brother always plays,AC"
"235,spike,railroad tracks,AC"
"230,casa,castle,AC"
"39,yoga,bend,AC"
"12,waves,waveform,AC"
"12,captain nemo,vengeful,AC"
"312,rifle,butt,AC"
"22,ballistic,bullet,AC"
"309,i was late to the party with,gizzard,AC"
"317,oh my lord,braindead,AC"
"299,life,growth,AC"
"235,warm gun,white album,AC"
"248,learning,reading,AC"
"309,buffoon,nincompoop,AC"
"235,shrike,bird,AC"
"235,earplugs,swimming,AC"
"235,icing,frosting,AC"
"248,puncture,repair,AC"
"74,droid,sellout,AC"
"254,cats,grumpy,AC"
"302,ginger,yum,AC"
"39,acrylic,enamel,AC"
"133,puppy,love,AC"
"299,fireside,unbiased,AC"
"39,labor,day,AC"
"235,hog,harley,AC"
"39,sword,stone,AC"
"12,vector,graphic,AC"
"115,playground,swing,AC"
"39,mess,hot,AC"
"235,peat,scraggly & absorbent,AC"
"12,shoot,fire,AC"
"299,quadrilateral,standard,AC"
"39,turpentine,solvent,AC"
"39,dead,beat,AC"
"235,antlers,horns,AC"
"133,motorhead,motorsports,AC"
"118,intermission,toilet,AC"
"309,haha,chicken,AC"
"218,rum,cake,AC"
"12,spit,sidewalk,AC"
"273,stream,river,AC"
"41,bowls,cereal,AC"
"235,pub,local seemingly social commercial establishment for,AC"
"12,swimming,pool,AC"
"117,point,blank,AC"
"133,history,boys,AC"
"309,bermuda,shorts,AC"
"95,green tambourine,psychedelic,AC"
"12,typography,fontography,AC"
"12,hydrogen,zeppelin,AC"
"262,eater,yummy,AC"
"235,barbarella,jane fonda,AC"
"12,cigarette,players,AC"
"2,house,apartment,AC"
"241,wagon,fargo,AC"
"248,knees,knobbly,AC"
"248,oil,pumps,AC"
"254,superhero,villain,AC"
"111,monongahela river,moon river,AC"
"273,look up,is it a bird,AC"
"200,whir,motion,AC"
"248,dog,cat,AC"
"178,four,quad,AC"
"12,circlip,fastener,AC"
"12,magneto,generator,AC"
"295,asset,skill,AC"
"235,bunny,long ears,AC"
"262,costs less,costs more,AC"
"39,duck,goose,AC"
"262,jersey,new,AC"
"12,garden,tomatoes,AC"
"55,fear,puck,AC"
"12,clean,tidy,AC"
"113,book,knowledge,AC"
"12,dilate,pupil,AC"
"302,alcohol,rubbing,AC"
"120,furious,upset,AC"
"133,buttress,mattress,AC"
"235,black,shiny,AC"
"39,abs,pvc,AC"
"258,stop,in the name of love,AC"
"248,corn,sweet,AC"
"12,truth,ambiguity,AC"
"242,sound to noise ratio,white noise,AC"
"42,jungian,platonic,AC"
"122,tabledata,fieldvalue,AC"
"254,safe,house,AC"
"164,home,tiny,AC"
"248,beans,baked,AC"
"39,gandalf,dolphin,AC"
"308,girl,guide,AC"
"315,salad,schizoid,AC"
"12,louisiana,bayou,AC"
"39,easily,peas,AC"
"133,danger danger,mouse,AC"
"12,nissan,toyota,AC"
"210,hole,bucket,AC"
"235,contemporary,modern,AC"
"312,hover,levitate,AC"
"302,politician,liar,AC"
"39,1,3,AC"
"235,custody,hearing,AC"
"302,losses,cleveland,AC"
"235,femur,skeleton bone man,AC"
"12,spaceship,interstellar,AC"
"312,gasket,seal,AC"
"158,bourbon,drunk,AC"
"12,dave's not here man,one toke over the line,AC"
"235,funding,money,AC"
"97,sleeping beauty,kiss,AC"
"235,petrol,english word for gasoline,AC"
"254,tattoo,ink,AC"
"12,germany,sonderkraftfahrzeug,AC"
"128,yummy,mashed potatoes,AC"
"200,lawful order,robo-cop,AC"
"273,archaic,methinks,AC"
"39,scanner,police,AC"
"12,sidetrack tap,bar,AC"
"235,pac-man,ghosts,AC"
"12,no runs,no drips,AC"
"12,show,tell,AC"
"235,manipulation,words that rhyme,AC"
"262,milk,cow,AC"
"133,cute,cat,AC"
"39,their,heir,AC"
"37,taco,bell,AC"
"248,parade,grounds,AC"
"12,tracks,ties,AC"
"144,rugby,dirt,AC"
"235,ahoy,chips,AC"
"299,bite,fang,AC"
"309,pictures,frame,AC"
"12,timing,belt,AC"
"150,painkiller,judas priest,AC"
"12,barrister,barista,AC"
"302,goals,assists,AC"
"312,thread,post,AC"
"177,guyana,cricket,AC"
"118,bugs,bunny,AC"
"314,corporate,office,AC"
"221,136,mathematics,AC"
"309,politburo,communism,AC"
"118,lycopodium,lycanthrope,AC"
"12,knit,gnat,AC"
"248,belong,identity,AC"
"312,play,ground,AC"
"200,ice cream,hundreds and thousands,AC"
"312,thing,morticia,AC"
"39,meats,cold cuts,AC"
"12,chair,recliner,AC"
"254,specialty,field,AC"
"235,complex,b-vitamins,AC"
"12,street,rod,AC"
"235,diced tomatoes with green chilies,food prep,AC"
"111,loaf,bread,AC"
"312,chocolate,chip,AC"
"221,chocolate,dentist,AC"
"235,wheels,rolling,AC"
"200,hall,of mirrors,AC"
"12,atmospheric,gaseous,AC"
"142,upward,mobility,AC"
"118,ground,zero,AC"
"235,candyfloss,frothy sweet,AC"
"12,thief,criminal,AC"
"12,telepath,communicate,AC"
"39,reflex,weak,AC"
"235,chrome,tangerine flake,AC"
"133,wayne newton,olivia,AC"
"169,attorney,court,AC"
"235,a great store,wal mart,AC"
"161,round,table,AC"
"254,theatre,leisure,AC"
"39,barracuda,teeth,AC"
"235,bamm-bamm,fred & wilma flintstone,AC"
"12,dovetail,dado,AC"
"315,daffodil,jonquil,AC"
"12,stubborn,mule,AC"
"239,ken doll,fake,AC"
"235,roses,petals,AC"
"133,imperious,imperius curse,AC"
"190,fun,monies,AC"
"110,bored,frustrated,AC"
"12,deckerd referred to replicants as skinjobs,hygiene,AC"
"133,narcotics,anonymous,AC"
"309,fraction,math,AC"
"235,quantum physics,quantum mechanics,AC"
"235,basket,basket weaving,AC"
"235,humming,sound,AC"
"39,pastrami,ruben,AC"
"39,inertia,motivation,AC"
"12,fae,succubus,AC"
"76,aunt,uncle,AC"
"39,ie,hancock,AC"
"177,bereavement,funeral,AC"
"12,hour,hand,AC"
"39,structured,lego,AC"
"12,strong,steel,AC"
"12,dogs,smile,AC"
"235,wiggly moustache,fake nose attached to pretend glasses,AC"
"122,bicycle,clips,AC"
"179,percentage,calculation,AC"
"111,senior,citizen,AC"
"248,rangers,park,AC"
"12,private street,cul-de-sac,AC"
"172,copy,paste,AC"
"12,fried chicken,reflux,AC"
"12,figure it out by rolling the dice,dungeons & dragons,AC"
"302,looney,dollar,AC"
"235,hominid,proto-human,AC"
"12,unlikely,doubtful,AC"
"133,land,girls,AC"
"221,firecracker,banned here,AC"
"71,guy,gal,AC"
"262,pyramid,egypt,AC"
"2,football,sports,AC"
"12,apes,apex,AC"
"133,dandruff,head & shoulders,AC"
"12,franklin,benjamin,AC"
"241,mobile,alabama,AC"
"302,parable,fable,AC"
"118,currier,tikka masala,AC"
"158,quack,mallard,AC"
"12,sensory,trauma,AC"
"302,broadway,walking distance,AC"
"133,vincent price,van gogh,AC"
"39,squiggle,wiggle,AC"
"12,precious,pup,AC"
"39,tankcat,catfish,AC"
"235,butterfly,phrase,AC"
"262,crow,bird,AC"
"12,adventurous,playful,AC"
"12,haha,heehee,AC"
"254,doctor,no,AC"
"118,dicothomy,murder,AC"
"254,latifah,actress,AC"
"200,vanilla cake,sponge,AC"
"254,paranormal,haunting,AC"
"112,automobile,fuel,AC"
"12,rhodesian ridgeback,breed,AC"
"12,tap,lord,AC"
"262,shut,door,AC"
"262,darkness,light,AC"
"133,mounds,tussock,AC"
"12,accounting,laundering,AC"
"12,fluctuation,speculation,AC"
"312,substance,abuse,AC"
"12,cryer,newspaper,AC"
"248,tub,bath,AC"
"164,doubtfire,robin,AC"
"235,ddr,double data rate,AC"
"313,identity,gondola,AC"
"262,3s company,3d,AC"
"302,frustration,imperfection,AC"
"39,coast,guard,AC"
"43,stroke,apoplexy,AC"
"12,painful,scalding,AC"
"12,betty & bobby blobby in the lobby,hobby,AC"
"172,chattahoochee,hoochie coochie,AC"
"235,short sheet,prank,AC"
"12,stick,figure,AC"
"230,wakizashi,samurai,AC"
"103,aliens,familiar,AC"
"64,routine,order,AC"
"12,typhoid,mary,AC"
"12,eye glass,spyglass,AC"
"133,atacama,desert,AC"
"12,puffs,cherokee,AC"
"235,asia,asia minor,AC"
"12,ban,shades,AC"
"241,tricks,rabbit,AC"
"39,wash,drainage,AC"
"12,hater,negativity,AC"
"235,subterfuge,ploy,AC"
"42,dim,dark,AC"
"262,linguistics,language,AC"
"312,worthy,opponent,AC"
"240,manger,eat,AC"
"39,fire,gym,AC"
"248,3281,waikato,AC"
"235,wasabi,green & spicy,AC"
"178,mole,spy,AC"
"254,steve mcqueen,escape,AC"
"235,candy,teeth,AC"
"172,space,room,AC"
"302,river,phoenix,AC"
"132,basset hound,ears,AC"
"39,cooking,oil,AC"
"12,joker,riddler,AC"
"235,speak,talk,AC"
"103,colours,paint,AC"
"248,howl,wolves,AC"
"235,baltimore,maryland,AC"
"298,johnny cash,hurt,AC"
"200,body alteration,piercing,AC"
"312,dancer,prancer,AC"
"248,10-1 to win on aspie boy in the 3,it's 10 to 1 already,AC"
"144,miserable powell,i have the,AC"
"248,monster,mash,AC"
"133,rips,jeans,AC"
"221,business,time,AC"
"120,teeth,white,AC"
"39,novel,naval,AC"
"39,gnome-mobile,driving gnomes,AC"
"12,tunnel,caldecott,AC"
"262,ovaltine,beverage,AC"
"235,shoot,target,AC"
"12,patriot,corsair,AC"
"12,gesundheit,krankheit,AC"
"12,droll,humorous,AC"
"302,benny,hill,AC"
"133,bush,moses,AC"
"147,disdain,arrogant,AC"
"235,topical antibiotics,triple antibiotic ointment,AC"
"133,up,town,AC"
"317,renanimated,reanimator,AC"
"12,titanium,frames,AC"
"235,artist,person who makes things,AC"
"306,frown,face,AC"
"309,yonder,over,AC"
"254,instinct,basic,AC"
"12,rabbit,golf,AC"
"262,it's just a jump to the left,jumping crazy,AC"
"12,wag,dog,AC"
"103,glove,hand,AC"
"248,head,space,AC"
"12,butterfly,effect,AC"
"242,firmware,driver,AC"
"235,stays,whalebone in a corset,AC"
